tsne_1,tsne_2,sirna_id,predicted,experiment,plate,well
0.3359085,-52.239487,1117,1117,HUVEC-09,3,F15
10.57595,-69.92139,1131,1131,HUVEC-13,4,C19
13.091726,-66.70395,1131,1131,HUVEC-12,1,M15
-19.24654,-40.01284,1135,1135,HEPG2-02,2,C22
-44.712593,-6.9047413,1136,1136,HUVEC-15,1,H19
42.05879,21.152071,1121,1121,RPE-07,4,F03
28.967876,-7.315587,1133,1133,RPE-06,2,H11
-0.5807576,-8.906632,1138,1138,HUVEC-24,3,N22
-42.32977,10.113283,1125,1125,RPE-01,1,J07
9.72844,-68.23347,1131,1131,HUVEC-01,3,F07
-0.2842248,-8.866561,1138,1138,HUVEC-08,3,B02
30.26056,-7.0475173,1133,1133,RPE-01,4,M07
-15.945244,1.30823,1109,1109,HEPG2-01,4,J22
-22.676723,-58.281975,1135,1135,HUVEC-14,4,C07
-12.362173,64.56979,1134,1134,HUVEC-23,2,H22
20.078638,14.245615,1108,1108,U2OS-02,2,M03
7.4212995,-31.837223,1128,1128,U2OS-01,2,F15
-8.995144,36.21687,1134,1134,HEPG2-06,4,H07
-54.770702,28.914715,1116,1116,HUVEC-12,1,F11
24.131449,-35.72304,1130,1130,HUVEC-20,1,J11
14.26557,-23.661549,1131,1131,HEPG2-01,4,J07
-41.612434,10.426633,1125,1125,RPE-01,2,C03
31.443636,35.21409,1129,1129,HUVEC-16,4,H07
-19.99317,41.2429,1137,1137,U2OS-04,3,C19
30.202835,-8.373394,1133,1133,RPE-03,3,M07
-35.245296,-21.249485,1136,1136,RPE-07,4,F07
-10.79571,-33.7845,1117,1117,U2OS-02,2,H03
-20.077656,32.750275,1137,1137,HEPG2-03,3,J15
-46.403923,-42.470505,1109,1109,RPE-11,3,F03
-10.415684,-16.354588,1116,1116,RPE-11,1,C15
-25.245863,-46.10577,1135,1135,U2OS-05,1,M19
23.88914,-36.104393,1130,1130,HUVEC-22,1,M22
-19.673737,-25.336246,1117,1128,HEPG2-11,4,C15
22.732647,30.94234,1129,1129,HEPG2-09,2,H22
4.4005537,-37.98333,1128,1128,HEPG2-01,3,H15
-0.687531,48.35167,1124,1124,RPE-01,3,H15
-29.29766,39.99648,1137,1137,HUVEC-20,1,M22
32.115665,-33.971962,1130,1130,U2OS-05,4,H07
-14.643857,-3.7605937,1109,1109,U2OS-04,2,J07
1.934674,69.59439,1134,1134,RPE-05,1,H03
7.6202817,6.2944865,1138,1138,HEPG2-06,4,B02
29.06051,-20.399612,1130,1130,HEPG2-03,2,C07
-24.96242,9.179928,1125,1125,HEPG2-04,2,M11
-16.73854,0.86454165,1109,1109,HEPG2-06,4,M07
-41.330173,49.374523,1137,1137,RPE-05,4,C07
-50.890038,-20.010305,1109,1109,HUVEC-15,4,J19
23.349981,-38.81378,1130,1130,HUVEC-16,3,M19
-0.24353257,-7.382181,1138,1138,HUVEC-13,4,B02
-53.020775,-21.011127,1109,1109,HUVEC-08,3,J22
7.189807,7.2733335,1138,1138,HEPG2-09,1,B02
-30.67905,41.243694,1137,1137,HUVEC-24,2,M07
0.33955756,-6.069176,1138,1138,HUVEC-01,1,B02
-55.714336,-23.338484,1109,1109,HUVEC-14,2,J22
39.760918,-39.472366,1130,1130,RPE-08,3,J07
-24.195736,-60.204994,1135,1135,HUVEC-19,1,C03
23.991896,-1.5561224,1133,1133,U2OS-01,2,H15
-47.335537,-40.709766,1109,1109,RPE-01,3,C22
-33.975464,24.372097,1125,1125,HUVEC-15,3,H07
36.719444,11.0656395,1108,1108,RPE-09,2,J03
-33.75939,-21.399815,1136,1136,RPE-04,3,C19
32.00449,37.655846,1129,1129,HUVEC-23,1,J22
-40.920834,11.614568,1125,1125,RPE-03,3,H22
56.4467,25.15696,1121,1121,HUVEC-19,2,M07
14.141308,24.566902,1115,1115,U2OS-01,3,F19
45.929993,-17.759674,1133,1133,HUVEC-16,2,C22
-31.569996,-13.909278,1136,1136,U2OS-02,4,J22
-41.69885,-7.6178493,1136,1136,HUVEC-23,1,C19
0.07567005,-47.00743,1117,1117,HUVEC-07,4,F15
-31.709183,-13.924083,1136,1136,U2OS-02,2,J15
20.308266,57.472935,1115,1115,HUVEC-20,1,H22
-1.8377293,10.103343,1126,1126,U2OS-01,4,M07
2.1819575,-3.3539126,1138,1138,HUVEC-05,3,B02
-1.4244518,49.133675,1124,1124,RPE-01,2,J19
-2.8273728,-8.048827,1138,1138,HUVEC-09,3,B02
4.6597776,-38.040325,1128,1128,HEPG2-02,4,C07
-30.881596,-14.014185,1136,1136,U2OS-03,4,C19
2.2712655,-5.4436655,1138,1138,HUVEC-15,1,M18
45.589737,0.82276094,1108,1108,HUVEC-01,2,H15
-41.219925,48.599396,1137,1137,RPE-04,2,F11
19.000055,32.883064,1129,1129,HEPG2-01,4,C07
-18.297314,43.04369,1137,1137,U2OS-05,1,J22
43.82194,-0.12150856,1108,1108,HUVEC-04,1,F11
-51.98568,-19.008272,1109,1109,HUVEC-12,4,C19
13.634958,4.527787,1133,1133,HEPG2-02,3,J07
-29.593664,-36.488735,1135,1135,RPE-01,1,J11
25.660053,-37.290577,1130,1130,HUVEC-20,3,C11
-53.5636,4.468521,1123,1123,U2OS-05,1,M03
-28.643892,40.193096,1137,1137,HUVEC-12,4,J07
-1.9993225,-27.439272,1117,1128,RPE-04,2,H03
-9.870449,-16.971716,1116,1116,RPE-03,2,F11
7.7694664,-31.40668,1128,1128,U2OS-02,1,M15
-13.3797455,16.107079,1126,1126,HUVEC-03,1,J07
10.630755,-39.019024,1128,1128,HUVEC-04,3,C07
9.33364,5.5463796,1138,1138,HEPG2-02,4,G10
-24.329712,-8.745248,1136,1136,HEPG2-11,2,F15
-10.273765,-15.765607,1116,1116,RPE-11,4,J15
22.965292,-35.76695,1130,1130,HUVEC-10,4,C19
38.807526,10.581188,1108,1108,RPE-10,4,F11
-17.55981,-24.454538,1128,1128,HEPG2-05,1,M03
8.574897,35.434727,1124,1124,HEPG2-03,3,J07
11.430512,-70.2126,1131,1131,HUVEC-12,1,M15
8.947326,-35.61863,1128,1128,RPE-02,4,H07
37.36581,10.778601,1108,1108,RPE-08,3,F11
60.67433,11.526934,1121,1121,HEPG2-10,4,M07
10.092186,-3.326671,1138,1138,RPE-09,4,C07
27.490696,-53.74694,1131,1131,RPE-08,1,H22
-19.409689,33.2769,1137,1137,HEPG2-10,1,C19
-4.388914,-26.960745,1117,1117,RPE-09,2,H22
-57.868015,10.553854,1123,1123,RPE-11,4,C03
-58.064262,30.043869,1116,1116,HUVEC-21,1,J07
29.55574,-7.8850846,1133,1133,RPE-06,1,F22
-0.656482,23.679384,1126,1126,HEPG2-07,1,C15
26.28682,9.416869,1108,1108,HEPG2-03,3,J22
-12.928451,16.692696,1126,1126,HUVEC-10,2,F11
53.077065,26.209864,1121,1121,HUVEC-20,4,F22
-47.211475,-41.344383,1109,1109,RPE-10,2,H19
28.897676,21.960995,1129,1129,RPE-05,1,C22
24.092752,59.440544,1115,1115,HUVEC-05,1,M19
13.337557,-68.08929,1131,1131,HUVEC-10,4,M15
10.583407,-38.55298,1128,1128,HUVEC-01,4,F07
-17.01327,1.8090048,1109,1109,HEPG2-07,3,J15
-32.217472,39.719322,1137,1137,HUVEC-18,1,M22
6.020868,-38.068783,1128,1128,HEPG2-04,2,H15
57.959652,10.974804,1121,1121,HEPG2-08,2,J19
-25.965296,10.1042795,1125,1125,HEPG2-03,3,H22
43.86559,-20.818089,1133,1133,HUVEC-18,4,M07
-3.4008658,-27.829594,1117,1117,RPE-06,3,F22
4.757521,-38.04837,1128,1128,HEPG2-01,1,J19
42.40348,-0.77824074,1108,1108,HUVEC-23,3,F03
-53.953545,30.537172,1116,1116,HUVEC-23,3,M07
-40.78055,10.421541,1125,1125,RPE-02,4,C19
-54.36347,29.621277,1116,1116,HUVEC-12,3,C15
6.569051,34.492958,1124,1124,HEPG2-11,3,C03
-0.5652164,-27.796844,1117,1117,RPE-03,3,F15
60.19291,10.501279,1121,1121,HEPG2-07,4,H07
-8.515507,36.32033,1134,1134,HEPG2-06,3,M22
13.965202,-23.409702,1131,1131,HEPG2-02,2,M03
12.0828085,49.105392,1115,1115,RPE-01,1,F22
11.974981,48.986084,1115,1115,RPE-04,3,C22
-41.068314,50.381664,1137,1137,RPE-08,3,C22
-17.655466,-24.256485,1128,1128,HEPG2-06,3,F07
46.000458,-0.48077652,1108,1108,HUVEC-15,4,H19
-31.608711,40.222134,1137,1137,HUVEC-04,2,H22
-23.97362,-9.31235,1136,1136,HEPG2-05,3,H07
14.726868,4.0455503,1133,1133,HEPG2-04,2,M22
10.306781,-67.41208,1131,1131,HUVEC-20,1,C11
-42.37396,-7.5420794,1136,1136,HUVEC-23,1,C19
-22.648773,-9.129682,1136,1136,HEPG2-01,3,F03
-53.631714,-23.807383,1109,1109,HUVEC-07,1,C07
6.74124,5.8307695,1138,1138,HEPG2-07,2,B02
0.9188299,41.10589,1124,1124,U2OS-03,2,C22
-51.888863,24.79811,1116,1116,HUVEC-05,2,H19
-59.913967,11.133362,1123,1123,RPE-04,1,H11
-24.992088,10.392893,1125,1125,HEPG2-06,3,F03
-32.2517,41.54099,1137,1137,HUVEC-12,1,M19
40.14122,-37.937172,1130,1130,RPE-03,1,J19
-6.632762,4.205211,1125,1125,U2OS-05,4,F03
-30.954565,0.9683317,1123,1123,HEPG2-06,3,J19
-15.274333,63.341503,1134,1134,HUVEC-02,4,F03
-40.738987,49.931206,1137,1137,RPE-08,4,F11
30.299791,-6.2349777,1133,1133,RPE-04,3,H19
-15.664847,64.42197,1134,1134,HUVEC-16,2,H03
27.437313,-54.545074,1131,1131,RPE-06,4,J19
11.774865,-71.41078,1131,1131,HUVEC-18,4,J22
-1.7359284,25.465977,1126,1125,HEPG2-07,2,H07
-5.529425,2.9352565,1125,1125,U2OS-02,1,M07
17.937098,41.28844,1129,1129,HUVEC-01,1,H07
-0.1342518,23.495716,1126,1126,HEPG2-05,3,J15
40.025455,-38.85391,1130,1130,RPE-05,3,F15
21.464811,-36.495525,1130,1130,HUVEC-16,4,H22
22.567831,58.774647,1115,1115,HUVEC-01,4,C15
73.94023,-9.242496,1124,1124,HUVEC-10,2,J03
-43.785812,-8.406845,1136,1136,HUVEC-21,2,M19
22.15341,28.484694,1129,1129,HEPG2-06,4,J19
-10.302149,17.069166,1126,1126,HUVEC-06,2,M22
45.246887,-20.956934,1133,1133,HUVEC-13,3,C19
25.671663,-37.6853,1130,1130,HUVEC-22,4,J07
29.888735,-22.942642,1130,1130,HEPG2-01,2,H11
-10.035726,16.11322,1126,1126,HUVEC-04,1,H11
43.06559,-0.19008766,1108,1108,HUVEC-13,4,F03
70.808426,-4.53985,1124,1124,HUVEC-02,2,C19
-22.01291,-60.977726,1135,1135,HUVEC-01,3,F11
34.09151,35.4242,1129,1129,HUVEC-16,1,H22
44.93344,-19.232283,1133,1133,HUVEC-09,2,J07
-54.277294,-21.195686,1109,1109,HUVEC-21,2,C19
1.259299,-8.168844,1133,1133,HUVEC-07,1,M07
16.153946,4.0504274,1133,1133,HEPG2-07,3,C15
-53.425865,-22.825342,1109,1109,HUVEC-20,1,C03
-18.26705,-22.379246,1128,1128,HEPG2-06,4,C07
-32.293713,-37.34132,1135,1135,RPE-09,2,H19
-24.47485,11.019152,1125,1125,HEPG2-08,2,F07
-60.818127,9.912704,1123,1123,RPE-07,3,F19
2.808718,-5.54537,1138,1138,HUVEC-22,1,B02
59.92346,10.6438675,1121,1121,HEPG2-09,4,M19
-45.710926,-41.170296,1109,1109,RPE-05,4,H22
0.3738197,-6.6437597,1138,1138,HUVEC-07,2,F22
-70.412605,-0.44861493,1123,1123,HUVEC-20,1,M15
-12.904079,18.30651,1126,1126,HUVEC-10,2,F11
55.54692,27.509668,1121,1121,HUVEC-03,3,M03
-23.77863,-9.201004,1136,1136,HEPG2-06,4,H11
0.7166219,-6.7236667,1138,1138,HUVEC-14,4,B02
-5.302945,-47.5807,1128,1128,HUVEC-23,3,M03
-1.5549654,-52.542267,1117,1117,HUVEC-24,4,C11
-35.410618,22.12454,1125,1125,HUVEC-03,2,F22
-24.842602,-9.983884,1136,1136,HEPG2-09,2,M19
56.157658,28.2997,1121,1121,HUVEC-02,3,M22
23.448463,-35.386154,1130,1130,HUVEC-08,3,H15
10.656915,-38.561237,1128,1128,HUVEC-01,2,C15
0.22752254,-5.0619226,1138,1138,HUVEC-12,4,B02
-53.166687,-19.19833,1109,1109,HUVEC-23,2,H03
-33.805573,16.693684,1125,1125,HUVEC-05,1,F19
9.942408,-4.4601607,1138,1138,RPE-05,3,B02
-21.684954,-58.6434,1135,1135,HUVEC-07,2,M15
-0.1512741,-52.42641,1128,1128,HUVEC-09,4,C03
10.296949,-4.8695855,1138,1138,RPE-11,4,B02
10.109009,18.762514,1115,1115,HEPG2-05,3,J03
-7.868019,36.931355,1134,1134,HEPG2-02,2,H15
1.5157956,-10.173629,1138,1138,HUVEC-21,1,B02
7.257688,33.07367,1124,1124,HEPG2-09,2,J03
0.6621622,-49.53893,1117,1117,HUVEC-20,1,M07
-10.540923,-15.121486,1116,1116,RPE-10,4,F22
-14.463489,-3.8918366,1109,1109,U2OS-04,1,F11
-56.812603,28.026524,1116,1116,HUVEC-13,1,F15
30.896626,-5.8199997,1133,1133,RPE-10,2,H22
-20.476576,33.289707,1137,1137,HEPG2-05,3,J19
14.888908,-22.24428,1131,1131,HEPG2-08,2,F11
42.045994,0.38341454,1108,1108,HUVEC-23,2,H11
-21.89373,-58.36662,1135,1135,HUVEC-07,4,M15
0.6772927,-49.957954,1117,1117,HUVEC-20,1,M07
7.672721,-68.36488,1131,1131,HUVEC-24,4,M07
-31.814543,22.04046,1125,1125,HUVEC-14,4,J22
45.711613,0.14745368,1108,1108,HUVEC-07,4,C03
-15.460731,67.093,1134,1134,HUVEC-21,4,C19
27.557888,-55.517807,1131,1131,RPE-04,2,M22
-7.296805,37.022865,1134,1134,HEPG2-10,3,M03
14.922604,23.949383,1115,1115,U2OS-04,2,F22
26.407444,8.472023,1108,1108,HEPG2-04,2,M07
-18.39823,0.046426546,1109,1109,HEPG2-01,1,C03
-32.651096,40.193394,1137,1137,HUVEC-18,2,M22
2.9491708,70.15795,1134,1134,RPE-09,3,C11
20.151524,60.006134,1115,1115,HUVEC-18,4,F07
60.577995,8.694022,1121,1121,HEPG2-05,1,M22
-7.557259,36.663395,1134,1134,HEPG2-06,1,H19
-10.020192,-17.262215,1116,1116,RPE-03,4,F11
-1.6035373,9.545107,1126,1126,U2OS-02,3,C11
-0.98840064,16.36096,1126,1126,RPE-08,4,H15
-30.950775,-36.886105,1135,1135,RPE-04,3,C15
-12.293969,17.335999,1126,1126,HUVEC-19,2,J19
59.577507,8.794381,1121,1121,HEPG2-01,1,C07
-3.971667,-56.19109,1117,1117,HUVEC-01,3,C15
43.55396,19.154284,1121,1121,RPE-02,2,H19
27.709623,-55.60261,1131,1131,RPE-08,1,H22
5.8816056,5.961401,1138,1138,HEPG2-05,2,B02
-1.7967781,61.271946,1134,1134,U2OS-05,4,F19
28.433075,-22.40248,1130,1130,HEPG2-08,2,J03
42.16883,-38.8198,1130,1130,RPE-06,4,J22
-1.7668093,-7.4726386,1138,1138,HUVEC-01,1,B02
-12.5539465,18.920393,1126,1126,HUVEC-09,4,C07
54.33985,28.183064,1121,1121,HUVEC-15,2,F03
-10.57146,16.935991,1126,1126,HUVEC-07,4,J03
-1.1535898,24.758512,1126,1126,HEPG2-03,1,H03
-52.297028,-21.893362,1109,1109,HUVEC-03,3,C19
-35.357254,-19.853058,1136,1136,RPE-03,3,M19
23.448174,-1.2217151,1133,1133,U2OS-04,2,C19
-16.981958,-25.535128,1128,1117,HEPG2-08,1,F15
-24.872507,-9.020064,1136,1136,HEPG2-03,3,H03
40.632927,-38.55517,1130,1130,RPE-11,1,J07
-40.990955,49.004368,1137,1137,RPE-06,3,M19
60.82807,9.491414,1121,1121,HEPG2-03,4,J19
53.780025,16.06723,1121,1121,U2OS-01,3,C22
5.3552732,-38.549137,1128,1128,HEPG2-03,3,C19
44.176403,-20.228258,1133,1133,HUVEC-10,3,J07
-22.581236,-59.380913,1135,1135,HUVEC-14,2,C11
10.793581,48.255703,1115,1115,RPE-07,1,M03
10.4471655,-38.584156,1128,1128,HUVEC-01,2,C15
-11.768472,17.912903,1126,1126,HUVEC-20,4,M15
19.92766,58.209087,1115,1115,HUVEC-10,4,J03
-54.181103,30.589424,1116,1116,HUVEC-23,4,J22
44.238655,1.4940652,1108,1108,HUVEC-01,1,J03
-32.895702,-14.099364,1136,1136,U2OS-04,1,M19
-30.421423,0.036693085,1123,1123,HEPG2-09,2,F11
1.8490521,-9.269769,1138,1138,HUVEC-15,1,B02
-17.072071,-24.574226,1117,1117,HEPG2-08,1,F19
-23.863626,-10.029338,1136,1136,HEPG2-04,4,C22
-25.534914,10.036705,1125,1125,HEPG2-02,2,H22
-0.10566585,-47.272404,1128,1128,HUVEC-07,2,J11
45.787155,-18.253157,1133,1133,HUVEC-14,2,H19
-33.778324,-20.028637,1136,1136,RPE-09,4,M07
2.3131757,-48.169598,1128,1128,HUVEC-19,2,C07
-13.683683,15.177719,1126,1126,HUVEC-02,1,M07
31.35172,37.63164,1129,1129,HUVEC-20,2,J11
18.629362,-12.032177,1116,1116,HEPG2-10,1,M19
-46.847755,-41.05994,1109,1109,RPE-02,2,J15
-33.56943,21.368464,1125,1125,HUVEC-07,3,H22
7.298358,34.209415,1124,1124,HEPG2-07,2,J22
-3.0962107,-52.522453,1117,1117,HUVEC-21,1,J11
-45.858078,-40.851833,1109,1109,RPE-09,3,C03
-34.514107,23.126244,1125,1125,HUVEC-08,3,M15
-17.946743,-24.107077,1117,1117,HEPG2-10,4,M19
-32.893833,21.588104,1125,1125,HUVEC-20,1,C22
-13.795861,66.46489,1134,1134,HUVEC-13,4,C07
60.77936,11.12515,1121,1121,HEPG2-11,2,H07
53.097404,16.901688,1121,1121,U2OS-05,4,M19
1.8524146,70.95271,1134,1134,RPE-10,1,J22
-68.619255,-1.0522221,1123,1123,HUVEC-17,2,F22
-1.6012346,9.628945,1126,1126,U2OS-03,3,M07
7.6421595,-31.495008,1128,1128,U2OS-02,4,C22
6.052802,6.1362157,1138,1138,HEPG2-05,4,B02
10.238558,-3.1898208,1138,1138,RPE-03,4,B02
42.5227,21.286798,1121,1121,RPE-08,3,M19
2.499217,69.311646,1134,1134,RPE-06,2,J11
23.977385,-37.23631,1130,1130,HUVEC-23,4,J03
-18.435879,32.272667,1137,1137,HEPG2-08,3,F19
-31.08783,2.0243235,1123,1123,HEPG2-06,4,C03
-9.7610655,-16.013659,1116,1116,RPE-11,2,F07
-10.140661,-31.75772,1117,1117,U2OS-05,1,H11
-58.887646,10.320516,1123,1123,RPE-10,4,M22
-9.393336,16.771494,1126,1126,HUVEC-06,1,J11
-10.387773,64.4071,1134,1134,HUVEC-08,2,H03
-25.09264,-46.53232,1135,1135,U2OS-05,4,C07
10.407982,50.28404,1115,1115,RPE-10,3,M03
59.00423,10.212143,1121,1121,HEPG2-02,4,F19
46.48334,-20.57978,1133,1133,HUVEC-03,3,H07
-24.009205,-54.132637,1135,1135,HUVEC-16,1,C03
43.48007,-1.3441901,1108,1108,HUVEC-22,2,M03
29.056377,-8.639155,1133,1133,RPE-08,3,C19
16.33872,-22.684145,1131,1131,HEPG2-06,2,C07
2.197811,24.871664,1126,1126,HEPG2-01,4,M19
10.533084,-38.555023,1128,1128,HUVEC-02,2,J03
-2.6753993,-48.129093,1117,1117,HUVEC-11,3,H11
-31.070309,-35.898983,1135,1135,RPE-02,1,C19
10.578954,-4.7683926,1138,1138,RPE-09,1,B02
19.757141,40.655807,1129,1129,HUVEC-05,3,J19
-40.515644,10.515981,1125,1125,RPE-05,4,M07
-53.000862,29.340086,1116,1116,HUVEC-20,1,C19
59.716278,9.342283,1121,1121,HEPG2-04,2,J11
-64.85345,-7.356221,1123,1109,HUVEC-05,3,F03
-3.9828672,3.2721272,1125,1125,U2OS-04,4,C19
14.153414,4.5237226,1133,1133,HEPG2-02,2,J07
7.5256515,-31.756067,1128,1128,U2OS-03,3,J19
10.638667,-67.38451,1131,1131,HUVEC-07,1,J22
-0.99277526,47.96104,1124,1124,RPE-10,1,C22
-2.6132908,-29.6229,1117,1117,RPE-06,2,F22
54.207077,29.261894,1121,1121,HUVEC-14,3,F03
-2.3249269,-5.959997,1138,1138,HUVEC-10,3,B02
11.114991,-65.61272,1131,1131,HUVEC-04,1,F07
-0.5309368,-6.457019,1138,1138,HUVEC-03,4,B02
45.732025,-21.918472,1133,1133,HUVEC-02,4,H15
-54.225277,-21.744967,1109,1109,HUVEC-04,3,H03
72.86447,-5.6012125,1124,1124,HUVEC-06,3,C03
-41.780464,-6.515451,1136,1136,HUVEC-06,4,M22
29.160482,-21.44596,1130,1130,HEPG2-11,2,F11
-1.6960636,49.420097,1124,1124,RPE-02,1,J22
-24.25208,-54.944847,1135,1135,HUVEC-16,3,M03
-31.391052,20.858168,1125,1125,HUVEC-24,2,C07
45.130257,-17.760553,1133,1133,HUVEC-14,1,M11
-31.4798,2.1308177,1123,1123,HEPG2-06,2,J07
-32.880566,-21.333847,1136,1136,RPE-04,2,H19
54.47313,28.446737,1121,1121,HUVEC-16,3,M22
38.834,12.190717,1108,1108,RPE-04,3,M07
-10.390769,16.965273,1126,1126,HUVEC-06,2,M22
-57.28281,26.87535,1116,1116,HUVEC-19,3,F22
-53.14734,-21.525183,1109,1109,HUVEC-04,4,F15
9.267838,17.094944,1115,1115,HEPG2-11,4,C22
12.130985,-66.97024,1131,1131,HUVEC-11,2,J03
-5.195326,-53.983105,1117,1117,HUVEC-06,1,C03
-22.186413,-56.03528,1135,1135,HUVEC-10,4,C07
23.646336,-0.8715702,1133,1133,U2OS-03,2,H22
-19.403166,-42.670765,1135,1135,HEPG2-03,2,F07
0.33963332,-11.5734415,1138,1138,HUVEC-21,4,B02
-42.510914,-8.627959,1136,1136,HUVEC-12,1,M22
9.530927,18.402023,1115,1115,HEPG2-10,3,F19
20.878677,56.35787,1115,1115,HUVEC-14,3,J03
52.26622,27.36181,1121,1121,HUVEC-14,1,J03
-34.45041,21.683676,1125,1125,HUVEC-03,3,J15
-23.581108,-54.429756,1135,1135,HUVEC-24,2,H15
5.7975545,-19.904875,1116,1131,U2OS-05,3,F07
26.76396,-37.46386,1130,1130,HUVEC-24,3,H11
59.913322,11.829681,1121,1121,HEPG2-11,4,C19
0.4197008,-7.935241,1138,1138,HUVEC-06,2,B02
53.355343,16.11661,1121,1121,U2OS-02,1,J11
43.131847,-19.930294,1133,1133,HUVEC-10,1,J15
-53.260914,27.561903,1116,1116,HUVEC-10,2,C11
-25.239809,9.79174,1125,1125,HEPG2-02,2,H22
-15.607863,2.2894506,1109,1109,HEPG2-04,2,H03
53.582764,15.589285,1121,1121,U2OS-04,3,C22
-8.290063,36.458557,1134,1134,HEPG2-11,3,C19
19.399221,59.760128,1115,1115,HUVEC-19,2,J07
-26.564972,-45.18035,1135,1135,U2OS-04,4,F22
-3.633622,-52.120605,1128,1128,HUVEC-21,1,H11
19.404266,22.055162,1129,1129,U2OS-01,2,H11
-69.04465,-3.8694685,1123,1123,HUVEC-08,1,H07
-57.430824,28.044744,1116,1116,HUVEC-22,2,H19
11.692434,-68.03048,1131,1131,HUVEC-15,3,J15
0.0014342318,25.035387,1126,1126,HEPG2-06,1,J19
-1.160292,15.201954,1126,1126,RPE-05,2,H15
-44.038883,-7.024982,1136,1136,HUVEC-11,4,C19
23.969501,-1.4853462,1133,1133,U2OS-01,3,H03
10.247912,18.807077,1115,1121,HEPG2-05,4,F11
-20.754986,-58.1721,1135,1135,HUVEC-04,3,M22
30.507599,-7.770059,1133,1133,RPE-03,1,M07
-1.1593738,9.991578,1126,1126,U2OS-01,3,J15
-19.395603,33.173912,1137,1137,HEPG2-11,3,C15
69.27026,-9.082745,1124,1124,HUVEC-12,3,H15
-24.228537,-7.811776,1136,1136,HEPG2-02,2,C15
0.7732369,26.630424,1126,1126,HEPG2-10,2,M03
-43.679375,-8.009333,1136,1136,HUVEC-10,3,C03
19.28546,55.215164,1115,1115,HUVEC-13,4,J19
-4.3304048,-55.697113,1117,1117,HUVEC-02,3,C03
-29.170975,40.213825,1137,1137,HUVEC-20,3,H19
6.0516195,35.953262,1124,1124,HEPG2-01,1,J11
-52.524387,-19.338999,1109,1109,HUVEC-17,2,F03
33.742504,37.56521,1129,1129,HUVEC-08,4,H19
-14.154625,66.16545,1134,1134,HUVEC-13,1,H03
-24.67416,11.097762,1125,1125,HEPG2-09,1,M19
-23.73177,-9.068831,1136,1136,HEPG2-03,1,J22
-32.36585,3.337601,1123,1123,HEPG2-01,3,J11
52.576916,24.743551,1121,1121,HUVEC-08,2,H11
36.94385,11.60121,1108,1108,RPE-05,4,M22
-68.74252,-2.8542852,1123,1123,HUVEC-10,3,M07
-2.7135496,-5.317096,1138,1138,HUVEC-03,2,B02
-51.971504,27.71839,1116,1116,HUVEC-18,2,F11
26.84428,-55.574398,1131,1131,RPE-11,1,H11
-8.621459,36.15982,1134,1134,HEPG2-11,4,M07
-11.318312,65.45567,1134,1134,HUVEC-06,2,C03
-51.506622,-23.278156,1109,1109,HUVEC-17,3,F03
-23.795992,-7.926633,1136,1136,HEPG2-10,4,J07
-54.931126,-22.860176,1109,1109,HUVEC-23,1,M22
8.221998,-68.18718,1131,1131,HUVEC-16,2,C19
-33.02935,24.756893,1125,1125,HUVEC-17,4,J15
45.98754,-17.569426,1133,1133,HUVEC-24,2,H19
-13.572829,15.108244,1126,1126,HUVEC-01,2,F15
-42.67513,-4.702578,1136,1136,HUVEC-02,3,C22
1.4976866,-9.527029,1138,1138,HUVEC-15,2,B02
-1.6109601,-56.368664,1117,1117,HUVEC-05,3,J22
-41.91303,-7.060318,1136,1136,HUVEC-14,2,M03
-15.86026,64.571045,1134,1134,HUVEC-19,4,H03
1.3414028,25.558792,1126,1126,HEPG2-02,4,H11
-30.879074,19.185604,1125,1125,HUVEC-22,3,C19
44.700356,-21.686333,1133,1133,HUVEC-04,2,H19
29.815073,22.03044,1129,1129,RPE-06,2,J03
3.3713794,71.39787,1134,1134,RPE-03,3,M11
43.8186,-21.576187,1133,1133,HUVEC-04,3,F22
-0.5275515,24.713728,1126,1126,HEPG2-10,3,C03
1.0146327,40.957554,1124,1124,U2OS-01,3,C07
-10.942224,-14.561214,1116,1116,RPE-09,3,J22
18.685072,57.770412,1115,1115,HUVEC-04,4,J22
-21.032404,-19.914227,1123,1123,HEPG2-05,4,C07
-54.118187,28.812078,1116,1116,HUVEC-12,2,F03
43.620293,0.6552621,1108,1108,HUVEC-06,2,H11
7.759804,35.990673,1124,1124,HEPG2-11,4,H11
74.27139,-6.072657,1124,1124,HUVEC-17,1,F19
14.497484,-23.467325,1131,1131,HEPG2-01,3,F11
9.8135805,-3.6334352,1138,1138,RPE-04,1,B02
32.197628,38.534588,1129,1129,HUVEC-23,1,J22
44.471386,-19.58965,1133,1133,HUVEC-12,3,F22
-33.212112,-19.78455,1136,1136,RPE-10,1,C07
6.641397,34.626507,1124,1124,HEPG2-08,1,C19
-0.33430326,-46.66308,1128,1128,HUVEC-07,2,J11
-10.833528,19.196064,1126,1126,HUVEC-10,3,F19
3.9116673,-18.723516,1116,1116,U2OS-04,4,F11
-58.987415,10.208593,1123,1123,RPE-09,3,H19
15.1130905,4.5667834,1133,1133,HEPG2-08,2,J11
46.70446,-18.615976,1133,1133,HUVEC-24,3,C03
-24.490778,10.423054,1125,1125,HEPG2-10,2,F03
-29.195856,40.74407,1137,1137,HUVEC-16,1,H19
54.13058,26.90752,1121,1121,HUVEC-04,1,J11
-1.6052743,25.416018,1126,1126,HEPG2-09,2,J11
